UNIVERSITAS;PROGRAM STUDI;JENJANG;KEKETATAN;DAYA TAMPUNG 2024;PEMINAT;RATA-RATA;Column1
UNIVERSITAS INDONESIA;ILMU KEPERAWATAN;S1;6,67996012;67;1003;637.92;FALSE
UNIVERSITAS INDONESIA;ILMU KESEHATAN MASYARAKAT;S1;5,992509363;64;1068;668.23;FALSE
UNIVERSITAS INDONESIA;ILMU KESEJAHTERAAN SOSIAL;S1;4,301075269;24;558;724.7;FALSE
UNIVERSITAS INDONESIA;ILMU KOMPUTER;S1;3,231518371;73;2259;712.41;FALSE
UNIVERSITAS INDONESIA;ILMU KOMUNIKASI;S1;2,136181575;48;2247;834.13;FALSE
UNIVERSITAS INDONESIA;ILMU PERPUSTAKAAN;S1;4,90797546;24;489;727.16;FALSE
UNIVERSITAS INDONESIA;ILMU POLITIK;S1;3,993344426;24;601;711.35;FALSE
UNIVERSITAS INDONESIA;ILMU PSIKOLOGI;S1;2,835863649;99;3491;845.08;FALSE
UNIVERSITAS INDONESIA;ILMU SEJARAH;S1;8,13559322;24;295;616.88;FALSE
UNIVERSITAS INDONESIA;KESEHATAN LINGKUNGAN;S1;6,315789474;18;285;655.39;FALSE
UNIVERSITAS INDONESIA;KESELAMATAN DAN KESEHATAN KERJA;S1;2,839116719;18;634;661.59;FALSE
UNIVERSITAS INDONESIA;KIMIA;S1;13,68078176;42;307;675.3;FALSE
UNIVERSITAS INDONESIA;KRIMINOLOGI;S1;1,127113338;18;1597;815.24;FALSE
UNIVERSITAS INDONESIA;MANAJEMEN;S1;4,152249135;108;2601;846.42;FALSE
UNIVERSITAS INDONESIA;MANAJEMEN BISNIS PARIWISATA;D4;7,307692308;38;520;728.1;FALSE
UNIVERSITAS INDONESIA;MANAJEMEN REKOD DAN ARSIP;D4;11,24260355;38;338;624.68;FALSE
UNIVERSITAS INDONESIA;MATEMATIKA;S1;8,670520231;30;346;685,63;TRUE
UNIVERSITAS INDONESIA;PENDIDIKAN DOKTER;S1;2,168800627;83;3827;683.56;FALSE
UNIVERSITAS INDONESIA;PENDIDIKAN DOKTER GIGI;S1;4,419889503;48;1086;596,34;TRUE
UNIVERSITAS INDONESIA;PENYIARAN MULTIMEDIA;D3;15,87301587;30;189;567,74;TRUE
UNIVERSITAS INDONESIA;PERIKLANAN KREATIF;D3;13,04347826;30;230;587,49;TRUE
UNIVERSITAS INDONESIA;PRODUKSI MEDIA;D4;6,312292359;38;602;586,36;TRUE
UNIVERSITAS INDONESIA;SASTRA ARAB;S1;4,511278195;24;532;733.78;FALSE
UNIVERSITAS INDONESIA;SASTRA BELANDA;S1;8,988764045;24;267;603.87;FALSE
UNIVERSITAS INDONESIA;SASTRA CINA;S1;10,07751938;26;258;650.17;FALSE
UNIVERSITAS INDONESIA;SASTRA DAERAH UNTUK SASTRA JAWA;S1;17,51824818;24;137;559.45;FALSE
UNIVERSITAS INDONESIA;SASTRA INDONESIA;S1;6,015037594;24;399;707.11;FALSE
UNIVERSITAS INDONESIA;SASTRA INGGRIS;S1;2,816901408;24;852;635.44;FALSE
UNIVERSITAS INDONESIA;SASTRA JEPANG;S1;3,966942149;24;605;749.64;FALSE
UNIVERSITAS INDONESIA;SASTRA JERMAN;S1;7,798165138;17;218;620.87;FALSE
UNIVERSITAS INDONESIA;SASTRA PERANCIS;S1;8,762886598;17;194;594.84;FALSE
UNIVERSITAS INDONESIA;SASTRA RUSIA;S1;15,78947368;24;152;589.25;FALSE
UNIVERSITAS INDONESIA;SISTEM INFORMASI;S1;3,493449782;72;2061;685,24;TRUE
UNIVERSITAS INDONESIA;SOSIOLOGI;S1;6,596306069;25;379;706,12;TRUE
UNIVERSITAS INDONESIA;STATISTIKA;S1;4,513888889;26;576;681,29;TRUE
UNIVERSITAS INDONESIA;TEKNIK BIOMEDIS;S1;5,208333333;15;288;675,98;TRUE
UNIVERSITAS INDONESIA;TEKNIK ELEKTRO;S1;9,077155825;60;661;611.86;FALSE
UNIVERSITAS INDONESIA;TEKNIK INDUSTRI;S1;6,114551084;79;1292;690.3;FALSE
UNIVERSITAS INDONESIA;TEKNIK KIMIA;S1;8,347826087;48;575;645.89;FALSE
UNIVERSITAS INDONESIA;TEKNIK KOMPUTER;S1;5,005959476;42;839;671.05;FALSE
UNIVERSITAS INDONESIA;TEKNIK LINGKUNGAN;S1;7,912087912;36;455;665.91;FALSE
UNIVERSITAS INDONESIA;TEKNIK MESIN;S1;8,675078864;55;634;673,32;TRUE
UNIVERSITAS INDONESIA;TEKNIK METALURGI & MATERIAL;S1;5,220061412;51;977;686.28;FALSE
UNIVERSITAS INDONESIA;TEKNIK PERKAPALAN;S1;12,1875;39;320;645.84;FALSE
UNIVERSITAS INDONESIA;TEKNIK SIPIL;S1;6,600660066;60;909;687,76;TRUE
UNIVERSITAS INDONESIA;TEKNOLOGI BIOPROSES;S1;9,324758842;29;311;680.01;FALSE
UNIVERSITAS INDONESIA;TERAPI OKUPASI;D4;20,99447514;38;181;596,26;TRUE
UNIVERSITAS JAMBI;ADMINISTRASI PENDIDIKAN;S1;24,59016393;45;183;558.83;FALSE
UNIVERSITAS JAMBI;AGRIBISNIS;S1;24,66960352;112;454;611.04;FALSE
UNIVERSITAS JAMBI;AGROBISNIS;D3;100;18;18;504.04;FALSE
UNIVERSITAS JAMBI;AGROEKOTEKNOLOGI;S1;30,24282561;137;453;600.36;FALSE
UNIVERSITAS JAMBI;AKUNTANSI;D3;155,1724138;45;29;641.96;FALSE
UNIVERSITAS JAMBI;AKUNTANSI;S1;13,26219512;87;656;506.43;FALSE
UNIVERSITAS JAMBI;ANALIS KIMIA;D3;154,5454545;17;11;505.23;FALSE
UNIVERSITAS JAMBI;ARKEOLOGI;S1;42,85714286;27;63;523.41;FALSE
UNIVERSITAS JAMBI;BIMBINGAN DAN KONSELING;S1;19,11262799;56;293;639.57;FALSE
UNIVERSITAS JAMBI;BIOLOGI;S1;53,42465753;39;73;602.36;FALSE
UNIVERSITAS JAMBI;BISNIS DIGITAL;S1;10,85271318;28;258;536.83;FALSE
UNIVERSITAS JAMBI;EKONOMI ISLAM;S1;51,33333333;77;150;588.14;FALSE
UNIVERSITAS JAMBI;FARMASI;S1;3,313840156;34;1026;565.29;FALSE
UNIVERSITAS JAMBI;FISIKA;S1;127,2727273;42;33;630.38;FALSE
UNIVERSITAS JAMBI;ILMU EKONOMI PEMBANGUNAN;S1;24,71264368;86;348;507.47;FALSE
UNIVERSITAS JAMBI;ILMU HUKUM;S1;24,03343783;230;957;597.25;FALSE
UNIVERSITAS JAMBI;ILMU KEPERAWATAN;S1;16,44736842;75;456;640.44;FALSE
UNIVERSITAS JAMBI;ILMU KESEHATAN MASYARAKAT;S1;22,00956938;138;627;619.39;FALSE
UNIVERSITAS JAMBI;ILMU PEMERINTAHAN;S1;14,32291667;55;384;627.27;FALSE
UNIVERSITAS JAMBI;ILMU POLITIK;S1;36,02941176;49;136;604.73;FALSE
UNIVERSITAS JAMBI;ILMU SEJARAH;S1;65,07936508;41;63;545.86;FALSE
UNIVERSITAS JAMBI;INFORMATIKA;S1;#VALUE!;19;(Prodi Baru);530.78;FALSE
UNIVERSITAS JAMBI;KEDOKTERAN;S1;4,318618042;90;2084;644.41;FALSE
UNIVERSITAS JAMBI;KEHUTANAN;S1;18,56677524;57;307;590.45;FALSE
UNIVERSITAS JAMBI;KESEHATAN HEWAN;D3;121,2121212;40;33;514.08;FALSE
UNIVERSITAS JAMBI;KEUANGAN DAERAH;D4;76,92307692;30;39;514.54;FALSE
UNIVERSITAS JAMBI;KEWIRAUSAHAAN;S1;18,75;30;160;556.69;FALSE
UNIVERSITAS JAMBI;KIMIA;S1;64,28571429;27;42;516.23;FALSE
UNIVERSITAS JAMBI;KIMIA INDUSTRI;D3;242,8571429;17;7;501.3;FALSE
UNIVERSITAS JAMBI;MANAJEMEN;S1;8,919202518;85;953;647.03;FALSE
UNIVERSITAS JAMBI;MANAJEMEN PEMASARAN;D3;195,4545455;43;22;508.32;FALSE
UNIVERSITAS JAMBI;MANAJEMEN PEMERINTAHAN;D4;59,375;38;64;525.54;FALSE
UNIVERSITAS JAMBI;MATEMATIKA;S1;65,51724138;38;58;541.61;FALSE
UNIVERSITAS JAMBI;PEMANFAATAN SUMBERDAYA PERIKANAN;S1;178,3783784;66;37;509.53;FALSE
UNIVERSITAS JAMBI;PEND BAHASA INGGRIS;S1;18,96551724;55;290;596.84;FALSE
UNIVERSITAS JAMBI;PEND BAHASA, SASTRA INDONESIA & DAERAH;S1;28,57142857;70;245;604.38;FALSE
UNIVERSITAS JAMBI;PEND BIOLOGI;S1;46,04316547;64;139;562.19;FALSE
UNIVERSITAS JAMBI;PEND EKONOMI;S1;28,79581152;55;191;579.68;FALSE
UNIVERSITAS JAMBI;PEND FISIKA;S1;59,25925926;32;54;526.35;FALSE
UNIVERSITAS JAMBI;PEND GURU SEKOLAH DASAR;S1;11,84767278;84;709;643.74;FALSE
UNIVERSITAS JAMBI;PEND KIMIA;S1;59,25925926;32;54;524.66;FALSE
UNIVERSITAS JAMBI;PEND MATEMATIKA;S1;45,45454545;65;143;585.94;FALSE
UNIVERSITAS JAMBI;PEND OLAHRAGA & KESEHATAN;S1;50,93167702;82;161;557.13;FALSE
UNIVERSITAS JAMBI;PENDIDIKAN BAHASA ARAB;S1;78,43137255;40;51;542.37;FALSE
UNIVERSITAS JAMBI;PENDIDIKAN GURU PAUD;S1;28,07017544;48;171;580.26;FALSE
UNIVERSITAS JAMBI;PENDIDIKAN KEPELATIHAN OLAHRAGA;S1;69,23076923;36;52;513.33;FALSE
UNIVERSITAS JAMBI;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;S1;27,65957447;52;188;576.41;FALSE
UNIVERSITAS JAMBI;PENDIDIKAN SEJARAH;S1;37,40458015;49;131;557.56;FALSE
UNIVERSITAS JAMBI;PERPAJAKAN;D3;40;38;95;532.12;FALSE
UNIVERSITAS JAMBI;PETERNAKAN;S1;58,37320574;122;209;563.69;FALSE
UNIVERSITAS JAMBI;PSIKOLOGI;S1;7,552447552;54;715;622.73;FALSE
UNIVERSITAS JAMBI;SASTRA INDONESIA;S1;41,4893617;39;94;545.51;FALSE
UNIVERSITAS JAMBI;SENI DRAMA TARI DAN MUSIK;S1;109,5238095;23;21;516.32;FALSE
UNIVERSITAS JAMBI;SENI KARAWITAN;S1;#VALUE!;28;(Prodi Baru);642.64;FALSE
UNIVERSITAS JAMBI;SISTEM INFORMASI;S1;3,614457831;36;996;556.01;FALSE
UNIVERSITAS JAMBI;TEKNIK ELEKTRO;S1;12,5;18;144;521.18;FALSE
UNIVERSITAS JAMBI;TEKNIK GEOFISIKA;S1;30;27;90;550.23;FALSE
UNIVERSITAS JAMBI;TEKNIK GEOLOGI;S1;19,01408451;27;142;545.77;FALSE
UNIVERSITAS JAMBI;TEKNIK KIMIA;S1;41,37931034;36;87;554.73;FALSE
UNIVERSITAS JAMBI;TEKNIK LINGKUNGAN;S1;25,87412587;37;143;621.43;FALSE
UNIVERSITAS JAMBI;TEKNIK PERTAMBANGAN;S1;3,776223776;27;715;560.01;FALSE
UNIVERSITAS JAMBI;TEKNIK PERTANIAN;S1;19,79166667;38;192;592.71;FALSE
UNIVERSITAS JAMBI;TEKNIK SIPIL;S1;11,63522013;37;318;501.21;FALSE
UNIVERSITAS JAMBI;TEKNOLOGI HASIL PERIKANAN;D3;833,3333333;25;3;538.52;FALSE
UNIVERSITAS JAMBI;TEKNOLOGI HASIL PERTANIAN;S1;63,73626374;58;91;531.07;FALSE
UNIVERSITAS JAMBI;TEKNOLOGI INDUSTRI PERTANIAN;S1;42,85714286;39;91;622,84;TRUE
UNIVERSITAS JEMBER;ADMINISTRASI KEUANGAN;D3;61,66666667;37;60;564.77;FALSE
UNIVERSITAS JEMBER;AGRIBISNIS;S1;17,62114537;80;454;744.42;FALSE
UNIVERSITAS JEMBER;AGRONOMI;S1;43,10344828;50;116;592.94;FALSE
UNIVERSITAS JEMBER;AGROTEKNOLOGI / AGROEKOTEKNOLOGI;S1;23,5443038;93;395;731.76;FALSE
UNIVERSITAS JEMBER;AKUNTANSI;D3;72,13114754;44;61;564.92;FALSE
UNIVERSITAS JEMBER;AKUNTANSI;S1;14,97005988;125;835;600,64;TRUE
UNIVERSITAS JEMBER;BIOLOGI;S1;34,88372093;60;172;628.05;FALSE
UNIVERSITAS JEMBER;EKONOMI PEMBANGUNAN;S1;28,18181818;93;330;711.19;FALSE
UNIVERSITAS JEMBER;EKONOMI SYARIAH;S1;16,72131148;51;305;704.18;FALSE
UNIVERSITAS JEMBER;EKONOMI SYARIAH KAMPUS BONDOWOSO;S1;31,46067416;28;89;577.58;FALSE
UNIVERSITAS JEMBER;FARMASI;S1;5,312084993;80;1506;634.76;FALSE
UNIVERSITAS JEMBER;FISIKA;S1;63,63636364;63;99;581.6;FALSE
UNIVERSITAS JEMBER;GIZI;S1;7,256637168;41;565;774.1;FALSE
UNIVERSITAS JEMBER;HUBUNGAN INTERNASIONAL;S1;13,4057971;74;552;768.34;FALSE
UNIVERSITAS JEMBER;ILMU ADMINISTRASI BISNIS;S1;9,842519685;75;762;800.87;FALSE
UNIVERSITAS JEMBER;ILMU ADMINISTRASI NEGARA;S1;14,04494382;75;534;760.2;FALSE
UNIVERSITAS JEMBER;ILMU HUKUM;S1;17,49808135;228;1303;827.46;FALSE
UNIVERSITAS JEMBER;ILMU KEPERAWATAN;S1;9,606587374;105;1093;826.05;FALSE
UNIVERSITAS JEMBER;ILMU KESEJAHTERAAN SOSIAL;S1;18,2767624;70;383;717.89;FALSE
UNIVERSITAS JEMBER;ILMU PERTANIAN;S1;41,86046512;54;129;606.5;FALSE
UNIVERSITAS JEMBER;ILMU SEJARAH;S1;25,94594595;48;185;632.88;FALSE
UNIVERSITAS JEMBER;ILMU TANAH;S1;29,26829268;36;123;597.72;FALSE
UNIVERSITAS JEMBER;INFORMATIKA;S1;8,637873754;52;602;796.28;FALSE
UNIVERSITAS JEMBER;KEPERAWATAN;D3;24,13793103;84;348;712.42;FALSE
UNIVERSITAS JEMBER;KEPERAWATAN (KAMPUS KOTA PASURUAN);D3;53,67647059;73;136;611.11;FALSE
UNIVERSITAS JEMBER;KESEHATAN MASYARAKAT;S1;11,88016529;115;968;603.08;FALSE
UNIVERSITAS JEMBER;KESEKRETARIATAN;D3;97,43589744;38;39;562.5;FALSE
UNIVERSITAS JEMBER;KIMIA;S1;39,61038961;61;154;622.52;FALSE
UNIVERSITAS JEMBER;MANAJEMEN;S1;10,13745704;118;1164;826.5;FALSE
UNIVERSITAS JEMBER;MANAJEMEN PERUSAHAAN;D3;34,90566038;37;106;587.44;FALSE
UNIVERSITAS JEMBER;MATEMATIKA;S1;42,38410596;64;151;616.22;FALSE
UNIVERSITAS JEMBER;PEND GURU SEKOLAH DASAR KAMPUS BONDOWOSO;S1;21,81069959;53;243;655.84;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN BAHASA INGGRIS;S1;17,88413098;71;397;738.57;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN BHS & SASTRA INDO;S1;12,97709924;68;524;750.79;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN BIOLOGI;S1;23,20819113;68;293;702.21;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN DOKTER;S1;3,350083752;80;2388;688.27;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN DOKTER GIGI;S1;5,964912281;85;1425;660.04;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN EKONOMI;S1;27,30923695;68;249;672.22;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN FISIKA;S1;58,82352941;70;119;595.15;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN GEOGRAFI;S1;20,73732719;45;217;651.88;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN GURU SEKOLAH DASAR;S1;7,585470085;71;936;816.31;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN IPA;S1;27,82258065;69;248;668.02;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN LUAR SEKOLAH;S1;42,10526316;48;114;591.7;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN MATEMATIKA;S1;34,03614458;113;332;712.38;FALSE
UNIVERSITAS JEMBER;PENDIDIKAN SEJARAH;S1;18,5483871;46;248;669.75;FALSE
UNIVERSITAS JEMBER;PENYULUHAN PERTANIAN;S1;41,57303371;37;89;575.67;FALSE
UNIVERSITAS JEMBER;PERENCANAAN WILAYAH DAN KOTA;S1;13,71237458;41;299;702.91;FALSE
UNIVERSITAS JEMBER;PERPAJAKAN;D3;23,66863905;40;169;623.18;FALSE
UNIVERSITAS JEMBER;PETERNAKAN;S1;27,60416667;53;192;645.81;FALSE
UNIVERSITAS JEMBER;PG PAUD;S1;38,7254902;79;204;648.74;FALSE
UNIVERSITAS JEMBER;PROTEKSI TANAMAN;S1;65;39;60;563.61;FALSE
UNIVERSITAS JEMBER;REKAYASA PERANCANGAN MEKANIK;D4;166,6666667;20;12;555.34;FALSE
UNIVERSITAS JEMBER;SASTRA INDONESIA;S1;19,04761905;48;252;673.75;FALSE
UNIVERSITAS JEMBER;SASTRA INGGRIS;S1;13,88888889;45;324;706.21;FALSE
UNIVERSITAS JEMBER;SISTEM INFORMASI;S1;10,50505051;52;495;606.66;FALSE
UNIVERSITAS JEMBER;SOSIOLOGI;S1;23,93822394;62;259;677.08;FALSE
UNIVERSITAS JEMBER;TEKNIK ELEKTRO;S1;25,2;63;250;673.71;FALSE
UNIVERSITAS JEMBER;TEKNIK KIMIA;S1;20,2020202;20;99;582.42;FALSE
UNIVERSITAS JEMBER;TEKNIK KONSTRUKSI PERKAPALAN;S1;23,62204724;30;127;604.24;FALSE
UNIVERSITAS JEMBER;TEKNIK LINGKUNGAN;S1;11,22807018;32;285;678.32;FALSE
UNIVERSITAS JEMBER;TEKNIK MESIN;S1;15,95744681;60;376;713.35;FALSE
UNIVERSITAS JEMBER;TEKNIK PERMINYAKAN;S1;10,92896175;20;183;632.5;FALSE
UNIVERSITAS JEMBER;TEKNIK PERTAMBANGAN;S1;4,88372093;21;430;743.47;FALSE
UNIVERSITAS JEMBER;TEKNIK PERTANIAN;S1;34,67336683;69;199;646.52;FALSE
UNIVERSITAS JEMBER;TEKNIK SIPIL;S1;14,10934744;80;567;617.52;FALSE
UNIVERSITAS JEMBER;TEKNOLOGI HASIL PERTANIAN;S1;29,09836066;71;244;663.16;FALSE
UNIVERSITAS JEMBER;TEKNOLOGI INDUSTRI PERTANIAN;S1;37,5;60;160;622.91;FALSE
UNIVERSITAS JEMBER;TEKNOLOGI INFORMASI;S1;12,40694789;50;403;742.85;FALSE
UNIVERSITAS JEMBER;TEKNOLOGI REKAYASA ELEKTRONIKA;D4;77,77777778;21;27;557.24;FALSE
UNIVERSITAS JEMBER;TEKNOLOGI REKAYASA KONSTRUKSI BANGUNAN GEDUNG;D4;53,84615385;21;39;558.73;FALSE
UNIVERSITAS JEMBER;TELEVISI & FILM;S1;16,83848797;49;291;681.8;FALSE
UNIVERSITAS JEMBER;USAHA PERJALANAN WISATA;D3;54,43037975;43;79;566.36;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ADMINISTRASI BISNIS;D3;15,65217391;36;230;635.31;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ADMINISTRASI PERKANTORAN;D3;13,86861314;38;274;638.87;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ADMINISTRASI PUBLIK;S1;6,927985415;76;1097;794.03;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;AGRIBISNIS;D3;58,42696629;52;89;601.3;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;AGRIBISNIS;S1;9,926470588;81;816;616,41;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;AGROTEKNOLOGI;S1;13,50446429;121;896;785.33;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;AKUAKULTUR;S1;22,69503546;64;282;637.67;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;AKUNTANSI;D3;23,68421053;36;152;618.77;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;AKUNTANSI;S1;4,105571848;56;1364;579,93;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;BAHASA INGGRIS;D3;110,5263158;63;57;611.4;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;BAHASA MANDARIN;D3;158,0645161;49;31;595.55;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;BIOLOGI;S1;27,85388128;122;438;604.18;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;BIOLOGI TERAPAN;S1;#VALUE!;32;(Prodi Baru);584,96;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;BISNIS INTERNASIONAL;D3;41,57303371;37;89;604.09;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;BUDI DAYA IKAN;D3;187,1794872;73;39;596.77;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;BUDI DAYA TERNAK;D3;123,5294118;105;85;606.46;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;EKONOMI PEMBANGUNAN;S1;7,008760951;56;799;756.97;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;FARMASI;S1;3,680981595;66;1793;649.13;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;FISIKA;S1;48;84;175;607.71;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;HUBUNGAN INTERNASIONAL;S1;6,989247312;65;930;771.0;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;HUKUM;S1;6,666666667;119;1785;820.37;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ILMU GIZI;S1;4,605722261;66;1433;631.64;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ILMU KELAUTAN;S1;16,25615764;66;406;654.44;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ILMU KOMUNIKASI;S1;4,75631239;81;1703;833.55;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;ILMU POLITIK;S1;11,57495256;61;527;681.04;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;INFORMATIKA;S1;3,987915408;66;1655;799.46;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;KEDOKTERAN GIGI;S1;2,833530106;24;847;754.45;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;KEPERAWATAN;S1;3,945745993;64;1622;611.65;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;KESEHATAN MASYARAKAT;S1;4,844814534;64;1321;616.47;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;KIMIA;S1;34,9137931;81;232;612.73;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;MANAJEMEN;S1;3,205849269;57;1778;828.92;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;MANAJEMEN SUMBERDAYA PERAIRAN;S1;17,9558011;65;362;640.45;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;MATEMATIKA;S1;21,52230971;82;381;622,09;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;MIKROBIOLOGI;S1;#VALUE!;33;(Prodi Baru);606,44;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN BAHASA INDONESIA;S1;7,35483871;57;775;780.35;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN BAHASA INGGRIS;S1;10,10830325;56;554;710.03;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN BAHASA JEPANG;S1;#VALUE!;34;(Prodi Baru);688.84;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN DOKTER;S1;2,747252747;60;2184;701.41;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN EKONOMI;S1;9,852216749;40;406;673.29;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PENDIDIKAN JASMANI;S1;17,20430108;64;372;668.12;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PERENCANAAN SUMBER DAYA LAHAN;D3;227,5862069;66;29;597.59;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PETERNAKAN;S1;15,68877551;123;784;738.74;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;PROTEKSI TANAMAN;S1;#VALUE!;20;(Prodi Baru);584,74;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;SASTRA INDONESIA;S1;12,5;58;464;694.68;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;SASTRA INGGRIS;S1;8,964451314;58;647;735.91;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;SASTRA JEPANG;S1;10,38251366;57;549;668.78;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;SOSIOLOGI;S1;11,84971098;82;692;753.86;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;STATISTIK;S1;#VALUE!;32;(Prodi Baru);618,63;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK ELEKTRO;S1;10,44045677;64;613;614.8;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK GEOLOGI;S1;10,3250478;54;523;609.49;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK INDUSTRI;S1;4,727921499;53;1121;612.09;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK KOMPUTER;S1;#VALUE!;32;(Prodi Baru);610,12;TRUE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK MESIN;S1;#VALUE!;35;(Prodi Baru);632.26;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK PERTANIAN;S1;17,65957447;83;470;693.79;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNIK SIPIL;S1;7,361268403;65;883;627.9;FALSE
UNIVERSITAS JENDERAL SOEDIRMAN;TEKNOLOGI PANGAN;S1;9,56937799;80;836;784.56;FALSE
UNIVERSITAS KHAIRUN;AGRIBISNIS;S1;290,9090909;32;11;514.74;FALSE
UNIVERSITAS KHAIRUN;AGROTEKNOLOGI;S1;1000;20;2;539.72;FALSE
UNIVERSITAS KHAIRUN;AKUNTANSI;S1;100,8695652;116;115;525.56;FALSE
UNIVERSITAS KHAIRUN;ANTROPOLOGI SOSIAL;S1;400;16;4;526.67;FALSE
UNIVERSITAS KHAIRUN;ARSITEKTUR;S1;129,7297297;48;37;520,69;TRUE
UNIVERSITAS KHAIRUN;BUDIDAYA PERAIRAN;S1;400;16;4;518,98;TRUE
UNIVERSITAS KHAIRUN;EKONOMI PEMBANGUNAN;S1;222,2222222;80;36;522,31;TRUE
UNIVERSITAS KHAIRUN;FARMASI;S1;22,36024845;36;161;540,69;TRUE
UNIVERSITAS KHAIRUN;ILMU HUKUM;S1;129,0322581;160;124;534,64;TRUE
UNIVERSITAS KHAIRUN;ILMU KELAUTAN;S1;266,6666667;16;6;501.94;FALSE
UNIVERSITAS KHAIRUN;ILMU SEJARAH;S1;533,3333333;16;3;505.06;FALSE
UNIVERSITAS KHAIRUN;ILMU TANAH;S1;500;20;4;514,36;TRUE
UNIVERSITAS KHAIRUN;KEHUTANAN;S1;186,6666667;28;15;518,3;TRUE
UNIVERSITAS KHAIRUN;MANAJEMEN;S1;54,97630332;116;211;544,42;TRUE
UNIVERSITAS KHAIRUN;MANAJEMEN SUMBERDAYA PERAIRAN;S1;300;24;8;500,64;TRUE
UNIVERSITAS KHAIRUN;PEMANFAATAN SUMBERDAYA PERAIRAN;S1;800;16;2;502,47;TRUE
UNIVERSITAS KHAIRUN;PENDIDIKAN BAHASA INDONESIA;S1;200;36;18;521,47;TRUE
